department,leaveType,leaveDuration,month,dayOfWeek,previousLeavesTaken,ageYears,tenureMonths,attendanceReliability,status
Administration,Casual Leave,1,2,3,5,30,108,89.6,Approved
Health & Safety,Sick Leave,1,2,4,0,41,180,81.4,Approved
Administration,Casual Leave,1,2,4,6,38,216,85.9,Approved
Administration,Casual Leave,1,2,0,0,31,12,85.5,Rejected
Administration,Casual Leave,1,2,0,7,38,216,91.6,Rejected
Health & Safety,Sick Leave,1,2,1,2,28,108,95.7,Approved
Administration,Casual Leave,1,2,2,7,38,216,89.1,Approved
Administration,Casual Leave,1,2,3,8,38,216,86.4,Approved
Health & Safety,Sick Leave,1,2,3,3,28,108,92.3,Approved
Health & Safety,Sick Leave,1,2,3,6,30,108,80.5,Approved
Health & Safety,Sick Leave,1,2,4,4,40,204,85.6,Rejected
Administration,Casual Leave,1,2,4,9,38,216,82.9,Rejected
Health & Safety,Sick Leave,1,2,2,0,31,12,94.1,Approved
Administration,Casual Leave,1,2,2,7,30,108,83.5,Approved
Health & Safety,Sick Leave,1,2,3,9,38,216,83.4,Rejected
Health & Safety,Sick Leave,1,2,0,1,34,168,88.7,Approved
Health & Safety,Sick Leave,1,2,0,0,32,96,89.8,Approved
Health & Safety,Sick Leave,1,2,0,4,28,108,80.9,Rejected
Administration,Casual Leave,1,2,1,9,38,216,88.5,Approved
Health & Safety,Sick Leave,1,2,1,1,47,168,86.0,Approved
Health & Safety,Sick Leave,1,2,1,4,28,108,85.5,Approved
Health & Safety,Sick Leave,1,2,4,1,32,96,84.5,Approved
Administration,Casual Leave,1,3,0,10,38,216,78.0,Approved
Health & Safety,Sick Leave,1,3,0,2,47,168,83.4,Approved
Health & Safety,Sick Leave,1,3,1,0,58,192,80.8,Rejected
Health & Safety,Sick Leave,1,3,1,3,47,168,86.3,Approved
Health & Safety,Sick Leave,10,3,1,0,58,192,68.6,Approved
Administration,Casual Leave,1,3,2,11,38,216,85.8,Approved
Administration,Casual Leave,1,3,3,5,28,108,84.1,Approved
Administration,Casual Leave,1,3,3,12,38,216,84.3,Rejected
Health & Safety,Sick Leave,1,3,3,6,28,108,93.3,Approved
Administration,Casual Leave,1,3,4,8,30,108,80.7,Rejected
Health & Safety,Sick Leave,1,3,0,2,32,96,100.0,Rejected
Administration,Casual Leave,1,3,0,0,28,36,74.5,Approved
Health & Safety,Sick Leave,1,3,1,12,38,216,97.8,Approved
Administration,Casual Leave,1,3,4,8,30,108,91.5,Rejected
Health & Safety,Sick Leave,1,3,0,13,38,216,87.0,Rejected
Health & Safety,Sick Leave,1,3,0,4,47,168,89.4,Approved
Administration,Casual Leave,1,3,0,13,38,216,93.8,Rejected
Health & Safety,Sick Leave,1,3,0,7,28,108,85.2,Approved
Administration,Casual Leave,1,3,1,13,38,216,81.4,Approved
Health & Safety,Sick Leave,1,3,2,1,33,156,85.5,Approved
Health & Safety,Sick Leave,1,3,2,1,58,192,96.0,Approved
Health & Safety,Sick Leave,1,3,3,5,47,168,93.9,Approved
Health & Safety,Sick Leave,1,3,4,8,30,108,87.1,Approved
Administration,Casual Leave,1,3,4,14,38,216,95.2,Approved
Administration,Casual Leave,1,3,1,15,38,216,94.6,Approved
Health & Safety,Sick Leave,1,3,2,0,46,288,88.4,Approved
Health & Safety,Sick Leave,3,3,2,2,34,168,84.4,Approved
Administration,Casual Leave,1,3,2,16,38,216,79.1,Approved
Administration,Casual Leave,1,3,3,17,38,216,88.5,Rejected
Health & Safety,Sick Leave,1,3,0,9,30,108,90.6,Approved
Administration,Casual Leave,10,3,0,2,33,156,86.5,Approved
Health & Safety,Sick Leave,1,3,2,0,31,144,85.7,Approved
Health & Safety,Sick Leave,1,4,0,8,28,108,92.2,Approved
Health & Safety,Sick Leave,1,4,0,0,37,120,85.6,Approved
Administration,Casual Leave,1,4,1,1,28,36,78.8,Approved
Administration,Casual Leave,1,4,2,6,47,168,91.1,Approved
Health & Safety,Sick Leave,1,4,3,0,33,156,94.1,Rejected
Administration,Casual Leave,1,4,4,10,30,108,94.1,Approved
Health & Safety,Sick Leave,3,4,0,1,31,144,87.5,Rejected
Operations,Annual Leave,1,4,1,4,40,204,89.5,Approved
Health & Safety,Sick Leave,1,4,1,0,50,216,89.0,Approved
Health & Safety,Sick Leave,1,4,1,2,28,36,93.9,Approved
Health & Safety,Sick Leave,1,4,2,1,37,120,83.3,Approved
Health & Safety,Sick Leave,1,4,4,0,37,168,91.6,Approved
Administration,Casual Leave,1,4,0,9,28,108,90.4,Approved
Operations,Annual Leave,1,4,1,2,32,96,91.2,Approved
Health & Safety,Sick Leave,1,4,1,3,34,168,85.7,Approved
Administration,Casual Leave,1,4,3,10,28,108,80.7,Rejected
Health & Safety,Sick Leave,1,4,3,1,50,216,98.5,Approved
Health & Safety,Sick Leave,1,5,0,1,37,168,85.5,Approved
Administration,Casual Leave,1,5,2,1,41,180,90.3,Approved
Health & Safety,Sick Leave,1,5,2,3,32,96,81.4,Approved
Health & Safety,Sick Leave,1,5,2,2,37,120,97.3,Rejected
Administration,Casual Leave,1,5,2,0,43,156,80.8,Approved
Health & Safety,Sick Leave,1,5,3,11,30,108,93.5,Rejected
Health & Safety,Sick Leave,1,5,3,0,40,144,84.4,Rejected
Health & Safety,Sick Leave,1,5,3,2,41,180,81.6,Approved
Administration,Casual Leave,8,5,4,0,43,156,84.1,Rejected
Health & Safety,Sick Leave,1,5,4,3,41,180,81.0,Approved
Administration,Casual Leave,1,5,4,11,30,108,80.0,Approved
Health & Safety,Sick Leave,1,5,0,2,50,216,95.5,Rejected
Health & Safety,Sick Leave,1,5,1,2,50,216,90.4,Approved
Health & Safety,Sick Leave,1,5,1,2,37,120,88.9,Approved
Administration,Casual Leave,1,5,1,3,50,216,100.0,Rejected
Administration,Casual Leave,1,5,2,12,30,108,86.5,Approved
Administration,Casual Leave,1,5,2,1,36,132,90.1,Rejected
Operations,Annual Leave,1,5,4,5,40,204,86.1,Approved
Health & Safety,Sick Leave,6,5,0,4,34,168,94.7,Approved
Health & Safety,Sick Leave,1,5,0,4,32,96,85.2,Approved
Health & Safety,Sick Leave,1,5,2,0,40,144,88.2,Rejected
Health & Safety,Sick Leave,1,5,2,6,40,204,94.2,Approved
Health & Safety,Sick Leave,1,5,2,10,28,108,81.2,Rejected
Health & Safety,Sick Leave,1,5,3,0,28,48,87.0,Approved
Health & Safety,Sick Leave,1,5,3,5,32,96,84.5,Approved
Health & Safety,Sick Leave,1,5,0,3,28,36,86.8,Approved
Health & Safety,Sick Leave,1,5,2,5,34,168,94.3,Approved
Health & Safety,Sick Leave,1,5,4,7,40,204,80.4,Approved
Health & Safety,Sick Leave,1,5,4,6,34,168,90.8,Approved
Health & Safety,Sick Leave,1,5,0,10,28,108,88.0,Approved
Health & Safety,Sick Leave,1,6,2,1,46,288,81.6,Approved
Administration,Casual Leave,1,6,2,13,30,108,85.5,Rejected
Administration,Casual Leave,1,6,4,3,37,120,95.0,Approved
Health & Safety,Sick Leave,1,6,2,4,37,120,91.7,Approved
Health & Safety,Sick Leave,1,6,3,1,36,132,95.7,Approved
Administration,Casual Leave,3,6,3,3,50,216,99.7,Approved
Administration,Casual Leave,1,6,4,1,31,12,88.2,Approved
Administration,Casual Leave,1,6,4,13,30,108,85.5,Approved
Administration,Casual Leave,1,6,0,0,48,144,84.6,Rejected
Administration,Casual Leave,1,6,0,0,33,96,84.0,Rejected
Administration,Casual Leave,1,6,3,4,50,216,100.0,Approved
Health & Safety,Sick Leave,1,6,3,14,30,108,91.1,Approved
Health & Safety,Sick Leave,1,6,3,0,40,144,88.0,Approved
Health & Safety,Sick Leave,1,6,0,15,30,108,86.0,Approved
Health & Safety,Sick Leave,1,6,0,5,37,120,81.3,Approved
Health & Safety,Sick Leave,1,6,3,2,31,12,100.0,Rejected
Health & Safety,Sick Leave,1,6,4,6,37,120,82.1,Approved
Health & Safety,Sick Leave,1,6,2,7,37,120,86.6,Approved
Health & Safety,Sick Leave,1,6,2,2,31,12,86.0,Approved
Administration,Casual Leave,1,7,2,1,43,156,99.3,Approved
Administration,Casual Leave,1,7,4,3,31,12,90.3,Approved
Health & Safety,Sick Leave,1,7,0,2,58,192,82.0,Approved
Health & Safety,Sick Leave,1,7,0,8,37,120,89.3,Approved
Health & Safety,Sick Leave,10,7,1,3,58,192,81.3,Approved
Health & Safety,Sick Leave,2,7,1,0,33,156,85.3,Approved
Health & Safety,Sick Leave,1,7,2,9,37,120,88.4,Approved
Health & Safety,Sick Leave,1,7,2,4,28,36,78.0,Approved
Health & Safety,Sick Leave,1,7,2,11,28,108,89.8,Rejected
Health & Safety,Sick Leave,10,7,0,1,31,144,100.0,Approved
Health & Safety,Sick Leave,1,7,1,3,33,156,89.0,Approved
Health & Safety,Sick Leave,1,7,1,2,37,168,95.6,Approved
Administration,Casual Leave,1,7,1,0,33,156,88.1,Approved
Administration,Casual Leave,1,7,1,0,50,216,76.6,Rejected
Health & Safety,Sick Leave,1,7,2,0,38,216,82.2,Approved
Health & Safety,Sick Leave,1,7,3,0,39,168,85.8,Approved
Health & Safety,Sick Leave,1,7,3,1,33,156,82.6,Approved
Health & Safety,Sick Leave,1,7,4,1,38,216,89.7,Approved
Health & Safety,Sick Leave,1,7,4,0,28,36,81.3,Approved
Health & Safety,Sick Leave,1,7,4,0,36,132,81.6,Approved
Administration,Casual Leave,5,7,0,0,34,168,99.9,Approved
Health & Safety,Sick Leave,1,7,0,0,37,168,82.9,Approved
Health & Safety,Sick Leave,1,7,0,1,36,132,81.9,Approved
Health & Safety,Sick Leave,1,7,1,2,36,132,88.1,Approved
Health & Safety,Sick Leave,1,7,2,3,36,132,93.5,Approved
Health & Safety,Sick Leave,1,7,2,2,38,216,86.1,Approved
Health & Safety,Sick Leave,1,7,2,3,38,216,86.9,Rejected
Health & Safety,Sick Leave,1,7,4,0,41,192,90.9,Approved
Operations,Annual Leave,1,7,0,3,38,216,93.5,Approved
Health & Safety,Sick Leave,1,7,3,0,33,156,83.4,Rejected
Health & Safety,Sick Leave,1,8,2,0,47,168,85.0,Approved
Health & Safety,Sick Leave,1,8,2,0,28,48,85.8,Approved
Health & Safety,Sick Leave,1,8,0,4,38,216,79.6,Approved
Health & Safety,Sick Leave,5,8,0,1,28,36,87.7,Rejected
Health & Safety,Sick Leave,1,8,4,4,36,132,82.4,Approved
Operations,Annual Leave,1,8,0,2,33,156,76.4,Approved
Health & Safety,Sick Leave,1,8,0,1,28,36,79.7,Approved
Health & Safety,Sick Leave,1,8,1,3,33,156,82.0,Approved
Health & Safety,Sick Leave,1,8,2,0,29,72,90.9,Approved
Operations,Annual Leave,1,8,2,4,33,156,93.6,Approved
Health & Safety,Sick Leave,1,8,4,5,38,216,79.4,Approved
Operations,Annual Leave,1,8,0,6,38,216,89.8,Approved
Operations,Annual Leave,1,8,3,0,48,144,83.9,Approved
Health & Safety,Sick Leave,1,8,3,1,37,168,80.4,Approved
Operations,Annual Leave,1,8,0,1,48,144,89.2,Approved
Health & Safety,Sick Leave,1,8,0,7,38,216,88.2,Approved
Health & Safety,Sick Leave,1,8,0,2,28,36,83.5,Approved
Operations,Annual Leave,1,8,1,5,33,156,82.6,Approved
Health & Safety,Sick Leave,1,8,3,0,32,144,91.0,Approved
Health & Safety,Sick Leave,1,8,4,2,48,144,81.7,Approved
Health & Safety,Sick Leave,1,8,4,5,36,132,99.3,Approved
Health & Safety,Sick Leave,1,9,1,0,27,84,85.2,Approved
Health & Safety,Sick Leave,1,9,0,0,37,120,84.0,Approved
Health & Safety,Sick Leave,1,9,1,8,38,216,82.4,Approved
Administration,Casual Leave,1,9,1,0,43,156,87.6,Approved
Health & Safety,Sick Leave,1,9,2,1,34,168,90.2,Rejected
Health & Safety,Sick Leave,1,9,0,1,37,120,94.3,Approved
Health & Safety,Sick Leave,1,9,1,9,38,216,93.3,Approved
Health & Safety,Sick Leave,1,9,3,0,40,144,86.0,Approved
Health & Safety,Sick Leave,1,9,4,6,36,132,90.9,Approved
Health & Safety,Sick Leave,4,9,0,1,40,144,89.5,Approved
Administration,Casual Leave,1,9,0,7,36,132,88.7,Rejected
Administration,Casual Leave,1,9,0,0,28,108,85.7,Rejected
Health & Safety,Sick Leave,1,9,1,0,28,108,83.4,Approved
Health & Safety,Sick Leave,1,9,1,2,37,120,88.9,Approved
Administration,Casual Leave,1,9,1,6,33,156,97.3,Rejected
Administration,Casual Leave,1,9,1,0,50,216,92.6,Rejected
Operations,Annual Leave,1,9,2,1,28,108,93.3,Rejected
Health & Safety,Sick Leave,1,9,2,10,38,216,72.1,Approved
Administration,Casual Leave,1,9,2,0,31,144,93.0,Rejected
Health & Safety,Sick Leave,1,9,4,1,47,168,90.4,Approved
Health & Safety,Sick Leave,1,9,4,11,38,216,78.8,Rejected
Health & Safety,Sick Leave,1,9,4,7,36,132,79.4,Approved
Health & Safety,Sick Leave,1,10,1,11,38,216,83.0,Approved
Health & Safety,Sick Leave,1,10,1,3,37,120,91.6,Approved
Administration,Casual Leave,1,10,2,0,50,216,86.7,Rejected
Health & Safety,Sick Leave,1,10,3,0,30,108,86.4,Approved
Health & Safety,Sick Leave,1,10,4,12,38,216,87.1,Rejected
Health & Safety,Sick Leave,1,10,4,1,28,108,93.9,Approved
Health & Safety,Sick Leave,1,10,2,2,28,108,93.3,Approved
Health & Safety,Sick Leave,1,10,2,2,47,168,91.1,Approved
Health & Safety,Sick Leave,1,10,3,2,40,144,83.3,Approved
Health & Safety,Sick Leave,1,10,2,12,38,216,85.1,Approved
Health & Safety,Sick Leave,1,10,2,3,28,108,80.6,Rejected
Administration,Casual Leave,2,10,3,8,36,132,86.7,Approved
Health & Safety,Sick Leave,1,10,1,3,40,144,92.5,Approved
Health & Safety,Sick Leave,1,10,1,3,28,108,93.3,Approved
Administration,Casual Leave,1,10,2,6,33,156,88.6,Approved
Health & Safety,Sick Leave,1,10,4,3,28,36,83.6,Approved
Health & Safety,Sick Leave,1,10,4,9,36,132,92.4,Approved
Health & Safety,Sick Leave,1,11,3,13,38,216,80.0,Approved
Health & Safety,Sick Leave,1,11,2,4,28,108,85.7,Approved
Health & Safety,Sick Leave,1,11,3,14,38,216,85.7,Approved
Operations,Annual Leave,1,11,3,0,40,204,80.1,Approved
Health & Safety,Sick Leave,1,11,3,4,40,144,93.0,Approved
Health & Safety,Sick Leave,4,11,0,1,34,168,96.4,Approved
Health & Safety,Sick Leave,1,11,0,0,33,156,90.4,Approved
Health & Safety,Sick Leave,5,11,0,5,40,144,84.0,Rejected
Health & Safety,Sick Leave,1,11,4,2,34,168,96.2,Approved
Health & Safety,Sick Leave,1,11,2,5,28,108,90.7,Approved
Operations,Annual Leave,1,11,2,1,40,204,90.3,Approved
Health & Safety,Sick Leave,1,11,4,6,28,108,87.3,Approved
Health & Safety,Sick Leave,1,11,4,10,36,132,72.6,Approved
Health & Safety,Sick Leave,1,11,0,3,47,168,88.7,Approved
Health & Safety,Sick Leave,1,11,1,7,28,108,87.1,Approved
Health & Safety,Sick Leave,3,11,2,7,33,156,97.1,Approved
Health & Safety,Sick Leave,1,11,3,5,40,144,92.6,Approved
Health & Safety,Sick Leave,1,12,1,4,47,168,80.6,Approved
Administration,Casual Leave,8,12,1,4,37,120,89.3,Approved
Health & Safety,Sick Leave,1,12,2,0,50,216,91.6,Approved
Administration,Casual Leave,1,12,2,2,37,168,82.8,Approved
Health & Safety,Sick Leave,1,12,3,8,28,108,82.5,Rejected
Administration,Casual Leave,1,12,4,11,36,132,93.4,Approved
Administration,Casual Leave,7,12,1,5,37,120,86.4,Approved
Health & Safety,Sick Leave,1,12,2,4,28,36,86.6,Approved
Health & Safety,Sick Leave,1,12,3,8,28,108,89.9,Rejected
Health & Safety,Sick Leave,1,12,4,12,36,132,97.4,Approved
Health & Safety,Sick Leave,1,12,1,8,28,108,83.3,Rejected
Administration,Casual Leave,1,12,4,6,37,120,89.2,Approved
Administration,Casual Leave,1,12,4,1,41,192,77.9,Approved
Health & Safety,Sick Leave,1,12,4,8,28,108,94.6,Rejected
Health & Safety,Sick Leave,1,1,2,0,28,108,91.0,Rejected
Administration,Casual Leave,1,1,0,0,37,120,89.9,Rejected
Administration,Casual Leave,1,1,1,0,37,120,93.3,Approved
Operations,Annual Leave,1,1,1,0,34,168,89.9,Rejected
Administration,Casual Leave,1,1,2,0,28,108,93.8,Approved
Health & Safety,Sick Leave,1,1,3,0,27,84,86.1,Approved
Health & Safety,Sick Leave,1,1,3,1,28,108,81.3,Approved
Administration,Casual Leave,1,1,4,2,28,108,82.9,Approved
Administration,Casual Leave,1,1,0,1,37,120,76.3,Approved
Administration,Casual Leave,1,1,1,3,28,108,91.9,Approved
Administration,Casual Leave,1,1,1,2,37,120,90.3,Approved
Administration,Casual Leave,1,1,2,3,37,120,91.8,Approved
Administration,Casual Leave,1,1,3,4,37,120,89.4,Approved
Administration,Casual Leave,1,1,4,5,37,120,80.8,Approved
Operations,Annual Leave,1,1,1,0,30,108,92.0,Approved
Operations,Annual Leave,1,1,1,0,33,156,90.9,Rejected
Administration,Casual Leave,1,1,0,6,37,120,90.7,Approved
Health & Safety,Sick Leave,1,1,1,4,28,108,91.3,Rejected
Health & Safety,Sick Leave,1,1,3,0,33,156,97.7,Approved
Health & Safety,Sick Leave,1,2,4,1,27,84,84.7,Approved
Health & Safety,Sick Leave,1,2,2,0,41,192,88.4,Approved
Health & Safety,Sick Leave,1,2,2,0,38,216,91.6,Approved
Health & Safety,Sick Leave,1,2,3,0,34,168,86.4,Approved
Health & Safety,Sick Leave,1,2,3,0,33,156,93.7,Approved
Health & Safety,Sick Leave,1,2,4,0,36,132,82.3,Rejected
Health & Safety,Sick Leave,1,2,4,1,33,156,86.4,Approved
Health & Safety,Sick Leave,1,2,0,0,50,108,96.3,Rejected
Health & Safety,Sick Leave,1,2,1,0,50,108,88.0,Approved
Health & Safety,Sick Leave,1,2,0,4,28,108,76.0,Approved
Health & Safety,Sick Leave,1,2,1,5,28,108,98.2,Rejected
Health & Safety,Sick Leave,1,2,1,1,30,108,83.0,Approved
Health & Safety,Sick Leave,1,2,1,2,27,84,89.5,Rejected
Health & Safety,Sick Leave,1,2,3,5,28,108,85.6,Approved
Operations,Annual Leave,1,2,0,0,28,48,83.1,Rejected
Health & Safety,Sick Leave,1,2,1,0,28,48,89.0,Approved
Health & Safety,Sick Leave,1,2,2,6,28,108,82.7,Rejected
Administration,Casual Leave,1,2,3,1,33,156,92.6,Approved
Health & Safety,Sick Leave,1,3,1,0,32,144,92.7,Approved
Administration,Casual Leave,1,3,1,0,36,132,83.4,Approved
Administration,Casual Leave,1,3,1,0,29,72,90.6,Approved
Operations,Annual Leave,1,3,1,0,40,204,92.5,Rejected
Health & Safety,Sick Leave,1,3,2,0,40,144,85.3,Approved
Health & Safety,Sick Leave,1,3,2,1,36,132,93.2,Approved
Health & Safety,Sick Leave,1,3,3,2,30,108,90.4,Approved
Health & Safety,Sick Leave,1,3,4,0,47,168,95.8,Approved
Health & Safety,Sick Leave,5,3,4,2,36,132,92.7,Approved
Health & Safety,Sick Leave,5,3,0,0,40,204,96.5,Approved
Health & Safety,Sick Leave,2,3,0,1,34,168,89.3,Approved
Administration,Casual Leave,2,3,0,3,36,132,87.1,Approved
Health & Safety,Sick Leave,1,3,1,2,34,168,86.6,Approved
Health & Safety,Sick Leave,1,3,3,2,33,156,100.0,Approved
Health & Safety,Sick Leave,1,3,3,1,40,204,87.5,Rejected
Health & Safety,Sick Leave,1,3,4,4,36,132,94.4,Approved
Health & Safety,Sick Leave,1,3,4,6,28,108,98.9,Approved
Health & Safety,Sick Leave,1,3,0,0,39,168,88.3,Approved
Health & Safety,Sick Leave,3,3,1,1,38,216,90.6,Approved
Health & Safety,Sick Leave,1,3,2,7,28,108,94.1,Approved
Health & Safety,Sick Leave,1,3,0,8,28,108,82.6,Approved
Health & Safety,Sick Leave,1,3,0,3,30,108,93.6,Approved
Health & Safety,Sick Leave,1,3,1,9,28,108,92.6,Approved
Health & Safety,Sick Leave,2,3,2,10,28,108,94.8,Approved
Health & Safety,Sick Leave,1,3,2,2,38,216,86.7,Rejected
Health & Safety,Sick Leave,2,3,3,1,39,168,90.3,Approved
Health & Safety,Sick Leave,1,3,4,11,28,108,99.5,Rejected
Health & Safety,Sick Leave,1,3,4,1,47,168,91.3,Approved
Health & Safety,Sick Leave,1,3,0,11,28,108,77.2,Approved
Health & Safety,Sick Leave,1,4,2,1,40,144,100.0,Approved
Health & Safety,Sick Leave,1,4,2,12,28,108,90.4,Approved
Health & Safety,Sick Leave,1,4,1,3,34,168,88.0,Rejected
Health & Safety,Sick Leave,3,4,2,1,41,192,86.4,Approved
Health & Safety,Sick Leave,1,4,3,3,34,168,85.9,Approved
Health & Safety,Sick Leave,1,4,4,13,28,108,89.6,Rejected
Health & Safety,Sick Leave,1,4,4,5,36,132,92.6,Approved
Health & Safety,Sick Leave,3,4,2,2,38,216,88.6,Approved
Health & Safety,Sick Leave,1,4,3,0,50,216,92.4,Approved
Health & Safety,Sick Leave,1,4,4,2,40,144,90.7,Approved
Health & Safety,Sick Leave,1,4,4,2,41,192,84.3,Rejected
Health & Safety,Sick Leave,1,4,4,3,40,144,93.5,Approved
Health & Safety,Sick Leave,1,4,4,2,47,168,100.0,Approved
Administration,Casual Leave,7,4,4,6,36,132,100.0,Rejected
Administration,Casual Leave,1,4,1,3,33,156,78.8,Approved
Health & Safety,Sick Leave,3,4,2,4,34,168,88.5,Approved
Administration,Casual Leave,1,4,2,0,36,132,72.2,Approved
Health & Safety,Sick Leave,2,4,3,4,33,156,97.5,Approved
Health & Safety,Sick Leave,1,4,4,0,37,168,82.1,Approved
Administration,Casual Leave,1,4,0,0,48,144,81.3,Rejected
Health & Safety,Sick Leave,1,5,2,5,33,156,92.6,Approved
Health & Safety,Sick Leave,1,5,3,5,34,168,95.2,Rejected
Health & Safety,Sick Leave,1,5,0,5,34,168,95.0,Approved
Operations,Annual Leave,1,5,1,3,38,216,90.1,Approved
Administration,Casual Leave,1,5,1,13,28,108,92.4,Approved
Health & Safety,Sick Leave,1,5,2,2,27,84,92.1,Rejected
Health & Safety,Sick Leave,1,5,0,6,34,168,91.6,Approved
Health & Safety,Sick Leave,1,5,1,4,38,216,95.4,Rejected
Health & Safety,Sick Leave,3,5,2,6,33,156,86.2,Approved
Administration,Casual Leave,1,5,2,2,39,168,83.1,Rejected
Administration,Casual Leave,1,5,2,1,28,48,95.8,Rejected
Administration,Casual Leave,1,5,2,1,36,132,91.3,Rejected
Administration,Casual Leave,1,5,2,1,50,108,99.7,Rejected
Health & Safety,Sick Leave,1,5,1,4,38,216,81.0,Approved
Health & Safety,Sick Leave,3,5,2,1,50,216,92.4,Rejected
Health & Safety,Sick Leave,1,5,4,0,28,36,90.5,Approved
Administration,Casual Leave,1,6,0,2,41,192,88.7,Approved
Health & Safety,Sick Leave,1,6,0,1,28,36,89.0,Approved
Health & Safety,Sick Leave,3,6,1,3,41,192,85.4,Approved
Health & Safety,Sick Leave,1,6,3,4,40,144,96.6,Approved
Health & Safety,Sick Leave,1,6,4,4,41,192,96.0,Approved
Health & Safety,Sick Leave,1,6,0,5,38,216,85.0,Approved
Health & Safety,Sick Leave,1,6,0,7,34,168,97.1,Approved
Health & Safety,Sick Leave,1,6,0,5,41,192,90.8,Approved
Health & Safety,Sick Leave,1,6,2,1,50,216,95.7,Approved
Health & Safety,Sick Leave,2,6,4,1,37,168,90.8,Approved
Health & Safety,Sick Leave,1,6,1,2,50,216,88.4,Approved
Health & Safety,Sick Leave,10,6,2,3,50,216,72.7,Approved
Health & Safety,Sick Leave,1,6,3,1,36,132,90.0,Approved
Health & Safety,Sick Leave,1,6,4,6,38,216,76.5,Approved
Health & Safety,Sick Leave,1,6,0,0,49,348,90.1,Approved
Health & Safety,Sick Leave,1,6,3,14,28,108,76.9,Rejected
Administration,Casual Leave,2,7,1,8,34,168,99.8,Approved
Health & Safety,Sick Leave,1,7,2,4,50,216,89.0,Approved
Health & Safety,Sick Leave,1,7,4,7,37,120,94.3,Rejected
Administration,Casual Leave,1,7,4,7,37,120,100.0,Rejected
Administration,Casual Leave,1,7,1,1,28,48,86.4,Approved
Operations,Annual Leave,1,7,3,4,30,108,90.4,Approved
Health & Safety,Sick Leave,1,7,4,9,34,168,86.6,Rejected
Health & Safety,Sick Leave,1,7,0,2,28,48,91.7,Approved
Health & Safety,Sick Leave,1,7,1,3,28,48,81.7,Rejected
Health & Safety,Sick Leave,1,7,0,1,29,72,89.0,Rejected
Health & Safety,Sick Leave,1,7,1,2,28,36,88.4,Approved
Administration,Casual Leave,1,7,2,7,33,156,95.3,Approved
Administration,Casual Leave,1,7,3,7,38,216,95.8,Approved
Administration,Casual Leave,4,7,0,8,33,156,92.9,Approved
Administration,Casual Leave,1,7,3,9,33,156,84.0,Approved
Administration,Casual Leave,1,7,3,6,36,132,83.0,Rejected
Administration,Casual Leave,1,8,4,10,33,156,68.3,Approved
Administration,Casual Leave,1,8,4,1,29,72,82.0,Approved
Health & Safety,Sick Leave,1,8,0,11,33,156,75.9,Approved
Operations,Annual Leave,1,8,1,0,58,192,87.7,Approved
Health & Safety,Sick Leave,1,8,3,0,43,156,94.3,Approved
Health & Safety,Sick Leave,1,8,3,1,43,156,100.0,Approved
Health & Safety,Sick Leave,1,8,4,6,36,132,82.0,Rejected
